,관측일자,지점명,평균기온(℃),최저기온(℃),최대기온(℃),평균습도(%),최저습도(%),최고습도(%),평균풍속(m/s),최대풍속(m/s),강수량(mm),lat,long,spot_num
3210,20180716.0,노원,30.3999996185303,25.2999992370605,35.7999992370605,64.8000030517578,41.0,88.8000030517578,1.0,3.70000004768372,0.0,37.626062,127.09622900000001,C-18
3211,20180717.0,노원,29.5,24.8999996185303,34.5999984741211,65.5999984741211,48.0,83.6999969482422,0.699999988079071,3.79999995231628,0.0,37.626062,127.09622900000001,C-18
3212,20180718.0,노원,29.7999992370605,24.6000003814697,36.2999992370605,65.6999969482422,39.7999992370605,88.3000030517578,0.899999976158142,3.5,0.0,37.626062,127.09622900000001,C-18
3213,20180719.0,노원,30.2000007629395,24.2000007629395,36.5,63.5,41.5999984741211,89.0999984741211,0.899999976158142,3.20000004768372,0.0,37.626062,127.09622900000001,C-18
3214,20180720.0,노원,31.0,25.7000007629395,36.7000007629395,65.0,41.7000007629395,89.1999969482422,0.800000011920929,3.29999995231628,0.0,37.626062,127.09622900000001,C-18
3215,20180721.0,노원,32.0,25.8999996185303,38.7999992370605,55.5,26.3999996185303,83.1999969482422,0.899999976158142,4.09999990463257,0.0,37.626062,127.09622900000001,C-18
3216,20180722.0,노원,32.7999992370605,26.2000007629395,39.2000007629395,54.2999992370605,33.0,80.3000030517578,0.800000011920929,3.20000004768372,0.0,37.626062,127.09622900000001,C-18
3217,20180723.0,노원,33.2000007629395,30.7000007629395,38.4000015258789,55.0999984741211,42.7000007629395,65.1999969482422,1.0,3.29999995231628,0.0,37.626062,127.09622900000001,C-18
3218,20180724.0,노원,32.9000015258789,28.3999996185303,38.5,61.5999984741211,43.5,77.1999969482422,0.699999988079071,2.79999995231628,0.0,37.626062,127.09622900000001,C-18
3219,20180725.0,노원,31.7999992370605,29.2999992370605,35.5999984741211,65.0999984741211,52.0,77.4000015258789,1.10000002384186,2.79999995231628,0.0,37.626062,127.09622900000001,C-18
3220,20180726.0,노원,31.2000007629395,28.0,35.2000007629395,71.1999969482422,54.4000015258789,84.6999969482422,0.699999988079071,2.40000009536743,0.0,37.626062,127.09622900000001,C-18
3221,20180727.0,노원,32.4000015258789,28.2000007629395,37.0999984741211,69.6999969482422,49.0,87.6999969482422,0.800000011920929,2.90000009536743,0.0,37.626062,127.09622900000001,C-18
3222,20180728.0,노원,31.8999996185303,29.3999996185303,38.0999984741211,73.8000030517578,48.2999992370605,88.6999969482422,0.699999988079071,4.5,0.0,37.626062,127.09622900000001,C-18
3223,20180729.0,노원,32.4000015258789,28.0,37.4000015258789,57.2999992370605,36.7999992370605,81.3000030517578,1.20000004768372,4.40000009536743,0.0,37.626062,127.09622900000001,C-18
3224,20180801.0,노원,35.0,28.7999992370605,42.2000007629395,56.5,27.6000003814697,77.4000015258789,0.800000011920929,3.20000004768372,0.0,37.626062,127.09622900000001,C-18
3225,20180802.0,노원,32.0999984741211,30.8999996185303,33.9000015258789,70.0,62.7999992370605,79.8000030517578,0.5,2.20000004768372,0.0,37.626062,127.09622900000001,C-18
